m_png_55_64_yrs, m_south_africa_25_44_yrs, m_italy_25_44_yrs, m_mauritius_0_4_yrs, m_philippines_25_44_yrs, m_south_africa_85_yrs_ov, m_myanmar_85_yrs_ov, m_png_85_yrs_ov, m_japan_65_74_yrs, m_korea_south_55_64_yrs, m_south_africa_tot, m_poland_0_4_yrs, m_nthern_ireland_65_74_yrs, m_singapore_75_84_yrs, m_mauritius_25_44_yrs, m_korea_south_45_54_yrs, m_italy_tot, m_lebanon_0_4_yrs, m_myanmar_55_64_yrs, m_nepal_55_64_yrs, m_ireland_25_44_yrs, m_nepal_0_4_yrs, m_south_africa_75_84_yrs, m_ireland_85_yrs_ov, m_new_zealand_65_74_yrs, m_new_zealand_45_54_yrs, m_png_tot, lga_code_2016, m_pakistan_0_4_yrs, m_scotland_15_24_yrs, m_scotland_85_yrs_ov, m_singapore_0_4_yrs, m_singapore_85_yrs_ov, m_malaysia_25_44_yrs, m_korea_south_0_4_yrs, m_lebanon_65_74_yrs, m_malaysia_15_24_yrs, m_singapore_45_54_yrs, m_japan_25_44_yrs, m_malta_0_4_yrs, m_netherlands_15_24_yrs, m_malaysia_65_74_yrs, m_philippines_75_84_yrs, m_pakistan_tot, m_mauritius_75_84_yrs, m_malaysia_55_64_yrs, m_new_zealand_0_4_yrs, m_nthern_ireland_15_24_yrs, m_nthern_ireland_5_14_yrs, m_mauritius_65_74_yrs, m_lebanon_15_24_yrs, m_scotland_65_74_yrs, m_new_zealand_85_yrs_ov, m_singapore_tot, m_singapore_55_64_yrs, m_malaysia_5_14_yrs, m_netherlands_75_84_yrs, m_nepal_5_14_yrs, m_mauritius_55_64_yrs, m_myanmar_tot, m_scotland_tot, m_japan_tot, m_nepal_75_84_yrs, m_netherlands_65_74_yrs, m_png_15_24_yrs, m_pakistan_65_74_yrs, m_poland_85_yrs_ov, m_japan_5_14_yrs, m_netherlands_45_54_yrs, m_poland_65_74_yrs, m_south_africa_5_14_yrs, m_lebanon_25_44_yrs, m_philippines_85_yrs_ov, m_malta_55_64_yrs, m_japan_55_64_yrs, m_italy_0_4_yrs, m_nthern_ireland_45_54_yrs, m_poland_tot, m_new_zealand_15_24_yrs, m_philippines_0_4_yrs, m_philippines_65_74_yrs, m_new_zealand_75_84_yrs, m_myanmar_45_54_yrs, m_new_zealand_tot, m_south_africa_15_24_yrs, m_japan_45_54_yrs, m_pakistan_25_44_yrs, m_lebanon_85_yrs_ov, m_pakistan_75_84_yrs, m_ireland_45_54_yrs, m_korea_south_tot, m_mauritius_5_14_yrs, m_png_5_14_yrs, m_south_africa_0_4_yrs, m_nepal_25_44_yrs, m_mauritius_tot, m_myanmar_65_74_yrs, m_poland_15_24_yrs, m_ireland_5_14_yrs, m_scotland_25_44_yrs, m_png_75_84_yrs, m_italy_65_74_yrs, m_malta_25_44_yrs, m_malaysia_tot, m_lebanon_tot, m_philippines_55_64_yrs, m_netherlands_85_yrs_ov, m_mauritius_85_yrs_ov, m_philippines_15_24_yrs, m_korea_south_85_yrs_ov, m_poland_55_64_yrs, m_singapore_65_74_yrs, m_poland_5_14_yrs, m_netherlands_tot, m_pakistan_15_24_yrs, m_philippines_45_54_yrs, m_japan_15_24_yrs, m_malaysia_0_4_yrs, m_nepal_65_74_yrs, m_lebanon_55_64_yrs, m_new_zealand_55_64_yrs, m_korea_south_65_74_yrs, m_mauritius_45_54_yrs, m_png_65_74_yrs, m_scotland_45_54_yrs, m_korea_south_5_14_yrs, m_italy_85_yrs_ov, m_italy_45_54_yrs, m_nthern_ireland_25_44_yrs, m_png_0_4_yrs, m_lebanon_75_84_yrs, m_italy_5_14_yrs, m_lebanon_45_54_yrs, m_ireland_tot, m_italy_15_24_yrs, m_lebanon_5_14_yrs, m_nepal_15_24_yrs, m_malaysia_45_54_yrs, m_ireland_75_84_yrs, m_nepal_85_yrs_ov, m_mauritius_15_24_yrs, m_italy_55_64_yrs, m_korea_south_75_84_yrs, m_ireland_0_4_yrs, m_netherlands_25_44_yrs, m_myanmar_5_14_yrs, m_nthern_ireland_0_4_yrs, m_poland_75_84_yrs, m_nthern_ireland_85_yrs_ov, m_south_africa_65_74_yrs, m_japan_75_84_yrs, m_netherlands_5_14_yrs, m_nepal_45_54_yrs, m_malta_75_84_yrs, m_scotland_55_64_yrs, m_malta_15_24_yrs, m_netherlands_55_64_yrs, m_malaysia_75_84_yrs, m_scotland_5_14_yrs, m_pakistan_5_14_yrs, m_nepal_tot, m_italy_75_84_yrs, m_scotland_0_4_yrs, m_ireland_55_64_yrs, m_malta_5_14_yrs, m_korea_south_25_44_yrs, m_philippines_5_14_yrs, m_singapore_25_44_yrs, m_nthern_ireland_55_64_yrs, m_pakistan_85_yrs_ov, m_malta_45_54_yrs, m_ireland_15_24_yrs, m_japan_0_4_yrs, m_singapore_5_14_yrs, m_south_africa_45_54_yrs, lga_name_2016, m_malta_65_74_yrs, m_singapore_15_24_yrs, m_myanmar_0_4_yrs, m_south_africa_55_64_yrs, m_malaysia_85_yrs_ov, m_netherlands_0_4_yrs, m_korea_south_15_24_yrs, m_poland_45_54_yrs, m_new_zealand_5_14_yrs, m_pakistan_45_54_yrs, m_png_45_54_yrs, m_poland_25_44_yrs, m_myanmar_15_24_yrs, m_new_zealand_25_44_yrs, m_nthern_ireland_75_84_yrs, m_pakistan_55_64_yrs, m_philippines_tot, m_nthern_ireland_tot, m_scotland_75_84_yrs, m_malta_tot, m_japan_85_yrs_ov, m_ireland_65_74_yrs, m_png_25_44_yrs, m_myanmar_75_84_yrs, m_myanmar_25_44_yrs, m_malta_85_yrs_ov
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,6,8,0,"18200",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wentworth (A)",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,5,0,3,0,0,0,0,0,0
3,15,0,0,32,0,0,0,0,0,38,0,4,0,0,0,17,0,0,0,15,0,0,0,38,38,6,"18230",3,4,3,0,0,11,0,7,0,0,0,0,0,0,0,39,0,4,0,4,3,0,0,7,3,12,0,0,6,7,0,3,37,5,0,14,0,0,0,3,0,0,0,5,0,3,0,0,3,3,17,0,0,3,0,207,8,0,26,0,0,0,30,0,0,0,100,4,0,0,3,10,0,10,0,21,16,0,7,0,3,0,0,4,0,23,5,18,0,0,0,0,27,0,0,0,3,0,4,0,3,0,3,0,0,28,0,0,3,6,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,108,3,0,3,0,22,17,0,0,0,0,0,0,0,7,"Western Plains Regional (A)",3,3,0,14,0,0,4,0,16,4,3,0,0,58,0,3,68,17,6,9,0,4,0,0,3,0
25,141,27,0,197,7,3,11,29,56,343,0,3,8,9,154,225,0,0,0,71,0,11,10,65,155,118,"18250",7,3,3,18,0,207,9,26,30,30,195,0,5,49,3,70,0,65,8,0,0,3,3,18,11,218,18,17,11,5,8,14,130,561,3,11,3,6,7,91,18,9,11,22,0,0,47,0,11,78,49,3,13,10,0,665,28,132,33,4,0,43,991,0,3,4,153,19,3,3,8,28,18,39,0,456,121,23,6,0,24,0,13,14,0,81,7,42,38,3,0,25,114,37,4,18,39,53,40,16,9,0,20,0,23,170,5,0,33,64,6,0,0,26,14,0,21,0,0,6,0,36,3,10,5,0,18,0,13,24,7,7,193,71,0,22,0,487,22,75,5,0,0,0,25,48,48,"Willoughby (C)",0,15,0,54,9,0,181,8,41,6,30,35,3,211,0,3,333,36,9,10,0,19,20,0,3,0
0,25,14,0,15,0,0,0,0,0,106,0,14,7,3,0,110,3,0,0,13,0,13,0,83,59,10,"18350",0,0,10,0,0,0,0,5,4,0,3,0,0,8,0,3,0,4,0,0,0,0,0,53,3,18,0,0,21,3,0,4,162,9,0,38,0,0,3,0,5,17,5,3,0,7,0,0,10,32,11,0,0,31,0,317,9,0,0,0,3,11,14,0,0,0,63,7,0,0,3,10,0,33,0,15,16,3,3,0,7,0,5,3,0,92,0,3,0,0,0,0,67,0,0,0,21,0,7,11,0,0,0,0,8,70,4,0,0,3,10,0,0,20,0,0,3,0,0,3,0,21,0,0,0,6,30,0,20,0,0,0,65,14,0,12,0,4,6,0,4,0,0,0,0,10,19,"Wingecarribee (A)",20,0,0,18,0,0,4,4,4,0,3,4,0,55,3,0,46,31,32,32,0,21,0,0,0,0
3,32,4,0,7,0,0,0,0,0,75,0,8,0,4,3,120,0,0,0,21,0,4,0,22,58,13,"18400",0,0,3,0,0,3,0,7,0,4,0,0,0,0,0,11,0,3,0,0,0,4,0,24,0,7,7,0,9,0,0,3,116,3,0,21,0,0,0,0,3,8,7,13,0,34,0,0,3,18,8,0,0,13,0,229,7,0,3,0,0,14,9,0,0,0,0,11,0,0,0,15,0,45,3,12,63,0,5,0,3,0,7,0,0,69,0,3,3,0,0,23,44,0,3,0,20,0,7,15,11,0,9,0,21,80,0,0,0,4,4,0,0,25,0,0,4,0,0,0,3,11,0,0,0,8,36,0,21,0,0,0,4,23,0,20,0,5,3,0,7,0,4,4,0,0,19,"Wollondilly (A)",39,0,0,7,0,0,0,5,8,0,3,3,0,76,5,0,21,33,14,91,0,18,5,3,0,0
11,110,53,0,140,3,0,0,0,14,285,0,25,3,3,27,1263,5,7,0,70,3,16,4,89,230,51,"18450",0,14,43,12,0,39,0,45,102,7,18,0,4,16,0,182,4,26,11,3,10,0,15,179,15,54,10,5,82,0,8,97,702,44,0,157,8,4,14,7,23,24,11,99,3,40,3,0,16,152,111,4,14,40,13,1063,35,3,92,15,0,43,149,0,3,0,27,19,3,0,33,43,0,300,3,212,320,39,30,0,30,0,44,3,0,370,58,35,5,0,3,57,152,3,3,3,132,14,191,73,12,0,13,5,73,252,10,6,11,15,34,0,0,231,3,0,14,6,0,25,3,26,0,3,3,61,150,0,50,10,6,12,47,406,0,24,3,61,40,13,14,0,22,4,5,5,50,"Wollongong (C)",70,4,3,41,3,0,28,8,72,11,19,34,19,355,12,8,307,87,131,214,0,32,14,3,41,10
5,304,75,0,42,29,0,0,9,7,1006,0,3,3,7,14,184,0,0,0,149,4,65,0,76,135,28,"18500",0,4,4,5,0,37,0,6,5,13,14,0,0,17,0,8,0,22,0,0,0,0,0,13,8,107,12,0,3,0,0,8,147,40,0,18,6,0,23,3,6,28,21,12,0,3,3,0,4,107,49,0,3,22,0,660,49,7,8,0,0,18,51,0,4,6,4,7,0,0,4,59,0,28,0,108,44,6,0,0,7,0,13,7,0,65,0,12,5,0,0,5,121,3,0,0,35,5,10,21,10,0,4,0,18,202,7,0,7,19,7,0,0,13,0,0,30,0,0,15,0,162,0,3,0,0,18,0,6,7,0,0,14,27,0,12,0,19,7,27,3,0,0,5,3,23,160,"Woollahra (A)",6,16,0,206,0,0,6,0,21,4,9,29,0,231,4,0,82,31,14,13,0,9,11,3,4,0
5,10,3,0,3,0,0,0,0,0,19,0,0,0,0,0,9,0,0,0,6,0,0,0,11,18,8,"18710",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,27,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,3,0,84,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,6,3,0,4,0,0,0,4,0,0,28,0,0,0,0,0,0,12,0,0,0,8,0,0,0,0,0,0,0,0,22,0,0,0,3,0,0,0,4,0,0,7,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,8,"Yass Valley (A)",3,0,0,4,0,0,0,0,3,0,3,0,0,27,0,0,9,5,0,6,0,3,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"19399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Unincorporated NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,11,0,0,0,0,0,9,0,0,0,0,0,138,0,0,0,0,0,0,0,3,20,0,"20110",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,27,0,0,13,0,0,0,0,0,7,0,0,0,0,0,0,0,8,5,3,0,0,0,73,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,3,0,48,0,5,4,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,17,0,0,0,3,0,17,3,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,7,56,0,0,0,4,0,0,3,0,3,0,0,0,3,"Alpine (S)",0,0,0,4,0,0,0,0,3,0,0,0,0,15,0,0,12,8,5,6,0,0,0,0,0,0
0,6,0,0,12,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,5,16,3,"20260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,19,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,4,11,0,0,3,0,112,0,0,10,0,0,0,3,0,0,0,0,0,0,0,3,3,0,3,0,0,7,0,3,0,5,0,0,0,0,23,0,7,0,0,0,0,17,0,0,0,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,"Ararat (RC)",3,0,0,0,0,0,0,0,3,4,0,0,0,55,0,0,25,0,3,3,0,0,3,0,0,0
0,42,5,0,76,0,0,0,0,0,107,0,11,0,3,0,98,0,0,0,20,0,4,3,41,76,8,"20570",0,3,8,0,0,32,0,0,12,5,9,0,0,3,0,40,0,13,3,0,0,0,0,44,3,23,0,11,75,0,0,5,169,19,0,105,0,0,8,0,10,3,7,0,0,11,0,0,6,15,33,9,0,16,0,371,14,3,25,0,0,10,19,0,0,0,10,8,0,0,8,23,0,28,0,85,6,5,8,0,20,0,0,0,0,245,3,14,0,0,0,0,52,0,0,0,26,4,11,9,0,0,0,0,3,65,0,0,3,11,10,0,0,20,0,0,4,0,0,0,0,8,4,0,0,3,32,0,47,8,3,4,13,24,0,4,0,10,26,7,5,0,0,5,0,3,15,"Ballarat (C)",8,0,0,15,0,3,3,3,29,3,8,4,0,106,9,0,151,34,25,32,0,12,3,0,4,0
5,79,43,0,118,3,0,0,5,11,196,0,13,0,25,12,1092,0,4,0,92,0,9,6,50,128,33,"20660",0,7,12,7,0,160,0,35,46,10,17,0,0,48,3,114,4,78,8,0,6,5,0,61,7,118,13,20,24,4,14,30,265,56,0,36,3,7,12,9,13,17,3,36,3,23,5,0,10,108,73,4,15,11,7,678,15,7,67,7,0,48,81,0,0,3,42,62,0,3,7,60,0,397,7,423,189,18,15,7,14,0,23,7,0,134,24,26,8,3,0,36,84,0,9,0,42,8,132,74,12,0,20,8,49,223,3,3,5,47,11,0,3,196,0,0,27,0,0,8,7,14,0,10,3,12,53,0,15,17,4,6,59,237,0,24,0,42,9,50,7,0,10,3,0,10,44,"Banyule (C)",48,14,0,15,0,0,9,11,46,9,10,35,7,265,5,8,215,57,28,98,0,30,16,0,18,3
0,9,3,0,9,0,0,0,0,0,30,0,7,0,3,0,139,0,0,0,14,0,0,3,47,33,4,"20740",0,0,4,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,5,0,31,0,7,0,0,32,0,3,12,118,4,0,54,0,0,0,0,6,3,0,0,0,4,3,0,5,8,9,3,0,16,3,248,0,0,0,0,0,5,3,0,0,0,7,18,0,0,0,11,0,64,0,14,0,3,7,0,6,0,4,0,0,122,0,0,0,0,0,0,56,0,0,0,11,0,14,6,5,0,0,0,0,40,0,0,0,4,9,0,0,20,0,0,7,0,0,0,0,4,0,0,0,3,30,0,21,0,3,0,7,29,0,4,0,0,4,0,5,0,0,0,0,0,7,"Bass Coast (S)",32,0,0,10,0,0,0,0,8,0,0,0,0,63,5,0,23,28,25,39,0,12,0,0,3,0
3,20,0,0,10,0,0,0,0,0,72,0,13,0,3,0,107,0,0,0,12,0,0,4,42,63,10,"20830",0,0,5,0,0,6,0,0,0,0,0,0,0,3,0,8,0,0,3,0,0,5,0,41,3,8,3,0,44,3,0,3,107,6,0,79,0,0,0,3,7,7,11,0,0,4,0,0,7,24,30,0,0,5,0,268,7,3,3,0,0,4,3,0,0,0,0,21,0,0,0,7,0,44,0,13,3,4,12,0,3,0,5,0,0,170,0,0,0,0,0,0,40,0,8,0,13,0,3,7,3,0,0,0,0,45,0,0,0,3,9,0,0,22,0,0,3,0,0,3,3,9,0,0,0,0,17,3,25,0,0,0,3,35,0,3,0,3,0,3,3,0,3,0,0,0,16,"Baw Baw (S)",8,4,0,12,0,0,0,0,17,0,0,4,0,71,8,0,25,35,22,14,0,3,3,0,0,0
0,159,42,0,24,4,0,0,8,3,562,0,15,5,15,8,341,0,3,0,114,0,17,9,74,202,19,"20910",0,19,12,8,0,47,0,4,10,13,30,0,5,18,0,32,3,30,7,0,0,0,0,68,12,118,6,3,19,0,8,4,406,117,0,41,0,3,10,27,30,57,37,8,0,12,11,0,11,194,84,4,0,24,0,851,56,18,13,3,0,46,45,0,0,5,9,39,0,3,20,70,0,79,0,160,44,6,7,0,8,0,46,3,0,169,10,10,17,7,0,13,126,0,14,0,101,14,51,36,28,0,0,10,12,270,6,0,0,36,15,0,0,47,0,3,24,0,0,24,0,47,0,31,0,4,83,0,18,8,18,0,11,71,0,30,0,15,15,21,11,0,4,19,7,34,147,"Bayside (C)",8,19,0,89,5,0,10,14,68,0,4,29,0,249,7,4,64,70,34,35,0,24,7,0,0,0
0,3,0,0,4,0,0,0,0,0,8,0,3,0,0,0,19,0,0,0,0,0,0,0,9,10,0,"21010",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,17,0,0,17,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,6,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,10,0,3,0,0,4,0,0,0,0,0,0,0,0,"Benalla (RC)",0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,7,8,3,0,0,8,0,0,0,0
5,175,71,0,105,0,0,0,10,18,507,0,7,15,34,42,741,0,5,4,111,0,20,6,105,228,49,"21110",5,12,14,16,0,446,5,8,219,42,37,0,12,182,0,145,3,264,17,4,3,10,5,61,14,418,42,52,19,0,16,27,295,114,0,40,3,7,22,13,23,34,24,10,3,13,5,0,9,151,181,3,3,38,4,1312,57,14,65,10,0,28,289,0,0,0,40,74,0,6,11,78,0,201,3,1477,74,16,11,0,19,0,31,33,0,171,30,25,22,5,0,8,187,4,8,0,54,31,88,66,15,0,7,7,26,240,7,0,24,234,17,0,4,98,5,0,32,0,0,17,4,55,3,11,0,6,47,0,29,60,10,6,74,201,0,34,0,131,18,124,11,0,7,9,0,69,101,"Boroondara (C)",19,69,0,77,13,0,61,5,92,13,10,29,0,449,7,14,195,65,22,53,0,27,25,9,6,4
3,38,66,0,973,0,0,0,0,8,98,0,13,0,42,0,1570,4,25,7,44,3,0,3,31,145,44,"21180",24,4,5,0,0,178,0,53,33,11,11,3,4,30,34,1399,0,50,69,0,0,17,19,52,3,108,22,61,20,13,20,786,184,24,0,35,8,15,42,3,3,95,4,115,10,567,0,0,4,451,389,25,185,3,73,1623,15,0,952,3,0,8,70,0,11,0,220,104,9,7,6,17,0,489,50,434,412,377,6,0,320,0,142,10,0,100,289,492,7,40,0,81,95,4,14,0,31,0,136,119,7,0,22,8,105,109,23,10,101,37,6,0,6,339,5,0,10,83,0,42,5,11,0,0,6,463,43,15,23,3,0,53,344,384,0,10,0,36,169,33,12,0,119,0,0,20,13,"Brimbank (C)",935,15,12,10,0,0,10,52,354,46,12,67,160,520,9,16,2576,46,27,2225,0,26,13,5,424,76
0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,"21270",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"Buloke (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0
0,3,3,0,33,0,0,0,0,0,20,0,3,0,0,3,77,0,0,0,8,0,0,4,23,32,7,"21370",0,0,4,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,12,4,0,0,0,11,0,0,0,47,6,0,23,0,0,3,0,0,0,4,0,0,0,0,0,0,3,17,0,0,8,0,184,3,0,0,0,0,3,18,0,0,0,4,0,0,0,0,4,0,33,0,3,0,0,6,0,6,0,0,0,0,50,0,5,0,0,0,0,44,0,0,3,3,0,11,3,0,0,0,0,0,31,0,0,0,0,3,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,4,20,0,8,0,8,20,0,0,0,0,0,0,0,3,"Campaspe (S)",3,0,0,7,0,0,4,0,12,0,0,0,0,55,0,0,64,8,10,5,0,3,0,0,0,0
0,93,12,0,91,0,0,0,0,0,221,0,15,0,81,6,219,0,0,0,32,0,4,3,48,159,15,"21450",0,5,8,0,0,32,0,0,9,10,0,0,0,6,0,82,5,4,22,0,3,18,3,78,3,56,6,7,53,0,30,18,298,13,0,137,0,0,0,4,23,5,16,5,0,15,0,0,9,50,118,4,3,13,0,856,18,0,47,0,0,23,31,3,0,3,6,209,0,0,4,58,0,64,3,71,17,11,15,0,49,0,21,0,0,313,10,53,0,3,0,4,115,0,44,0,45,3,15,29,6,0,0,3,4,114,0,3,0,13,19,0,23,48,0,0,15,0,0,7,0,10,0,3,3,7,69,0,67,3,7,5,14,50,3,20,0,12,38,18,4,0,8,5,0,13,57,"Cardinia (S)",18,14,0,20,0,0,3,10,89,5,7,14,0,288,3,5,242,43,33,48,0,11,11,0,11,0
3,291,48,0,772,11,0,0,4,11,1018,0,37,5,499,40,882,4,7,7,71,0,34,9,116,510,34,"21610",26,27,20,11,0,196,3,41,93,45,13,0,3,54,17,1259,76,127,83,7,12,185,16,169,4,337,63,72,137,17,366,89,780,35,0,228,3,28,18,0,38,100,67,88,5,65,0,0,41,592,673,29,57,41,22,3608,148,5,547,0,0,51,194,62,0,4,98,1596,6,18,17,99,0,271,8,686,360,178,40,33,316,0,165,17,5,609,238,381,5,13,3,83,337,4,278,0,163,27,53,99,22,0,15,10,104,264,13,12,22,120,32,0,88,203,0,3,40,3,0,24,6,87,0,3,15,33,192,3,125,13,15,212,164,180,0,40,0,87,198,90,37,3,17,3,4,49,227,"Casey (C)",74,57,0,154,8,0,27,98,598,143,11,158,9,1233,26,55,1948,192,88,205,0,36,16,3,38,4
0,0,0,0,7,0,0,0,0,0,4,0,3,0,0,0,11,0,0,0,0,0,0,0,6,10,0,"21670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,3,0,0,0,8,0,0,0,25,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,5,0,56,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,39,0,4,0,0,0,0,14,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,7,0,0,0,0,3,0,0,0,0,7,0,3,0,0,0,0,0,0,"Central Goldfields (S)",4,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,15,7,8,14,0,4,0,0,0,0
0,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,33,0,0,0,4,0,0,0,9,20,0,"21750",0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0,38,0,0,17,0,0,0,0,3,0,0,0,0,3,0,0,0,6,14,0,0,8,0,113,0,0,10,0,0,3,3,0,0,0,7,4,0,0,0,8,0,22,0,10,0,0,0,0,4,0,0,0,0,42,3,3,0,0,0,0,15,0,0,0,4,0,7,0,0,0,0,0,0,24,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,9,0,0,0,4,8,0,0,0,4,8,0,3,0,0,0,0,0,0,"Colac-Otway (S)",4,0,0,0,0,0,0,0,9,0,0,0,0,40,0,0,22,3,5,6,0,4,0,0,0,0
0,3,0,0,19,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,10,42,0,"21830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,12,0,0,0,15,0,0,13,0,0,0,0,7,0,0,0,0,0,0,0,0,0,22,0,0,3,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,44,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,"Corangamite (S)",0,0,0,0,0,0,0,0,7,0,0,0,0,36,0,0,24,5,0,8,0,0,0,0,0,0
